Customer Name,City,State,Days to Ship,Product Name,Actual Discount,Sales,Profit,Quantity,Order Day of Week,Order Day of Year,Order Year,Ship Day of Week,Ship Day of Year,Ship Year
770,531,41,0,166,4.8,48,19,4,4,74,2013,4,74,2013
770,531,41,0,1702,2.4,24,8,2,4,74,2013,4,74,2013
693,76,4,5,748,0.0,83,10,2,5,75,2013,3,80,2013
368,553,94,6,933,0.0,21,7,3,6,76,2013,5,82,2013
368,553,94,6,1601,8.1,81,12,5,6,76,2013,5,82,2013
124,576,87,4,1620,17.8,178,28,4,0,77,2013,4,81,2013
684,650,59,2,1698,0.0,57,5,3,0,77,2013,2,79,2013
256,846,89,5,1389,0.0,132,9,3,3,80,2013,1,85,2013
256,846,89,5,1603,0.0,50,3,3,3,80,2013,1,85,2013
120,156,92,2,503,0.0,288,20,2,3,80,2013,5,82,2013
0,575,98,3,870,0.0,47,7,7,3,80,2013,6,83,2013
0,575,98,3,615,0.0,105,42,3,3,80,2013,6,83,2013
0,575,98,3,140,32.8,82,14,2,3,80,2013,6,83,2013
423,81,11,4,291,0.0,26,0,2,3,80,2013,0,84,2013
422,294,37,6,1663,373.5,747,-90,5,3,80,2013,2,86,2013
542,59,14,5,6,0.0,40,16,3,4,81,2013,2,86,2013
542,59,14,5,1789,0.0,90,27,2,4,81,2013,2,86,2013
620,852,72,4,1393,0.0,770,85,7,5,82,2013,2,86,2013
620,852,72,4,1477,0.0,193,8,4,5,82,2013,2,86,2013
489,165,61,3,168,0.0,453,27,9,6,83,2013,2,86,2013
489,165,61,3,975,0.0,152,76,5,6,83,2013,2,86,2013
489,165,61,3,582,23.0,230,20,2,6,83,2013,2,86,2013
489,165,61,3,1197,36.9,246,3,2,6,83,2013,2,86,2013
129,824,41,2,1635,7.5,15,-9,2,0,84,2013,2,86,2013
129,824,41,2,110,3.5,7,-4,1,0,84,2013,2,86,2013
201,625,14,2,1277,0.0,99,45,5,0,84,2013,2,86,2013
64,980,41,2,1632,0.0,149,36,3,0,84,2013,2,86,2013
701,420,79,5,857,8.5,17,-12,3,0,84,2013,5,89,2013
701,420,79,5,1207,42.0,84,-55,1,0,84,2013,5,89,2013
687,179,61,2,1745,55.1,551,98,3,1,85,2013,3,87,2013
84,996,126,6,976,0.0,92,26,3,1,85,2013,0,91,2013
583,328,110,4,1696,0.0,93,45,5,3,87,2013,0,91,2013
509,275,93,5,1706,11.0,22,-21,3,3,87,2013,1,92,2013
509,275,93,5,1362,23.4,39,-59,4,3,87,2013,1,92,2013
132,403,81,1,1729,0.0,170,27,4,4,88,2013,5,89,2013
132,403,81,1,1073,0.0,38,3,2,4,88,2013,5,89,2013
132,403,81,1,1467,0.0,639,45,1,4,88,2013,5,89,2013
402,406,68,6,1246,4.0,8,-6,2,4,88,2013,3,94,2013
28,898,81,4,1272,72.9,729,-57,5,5,89,2013,2,93,2013
28,898,81,4,1586,5.1,51,-1,5,5,89,2013,2,93,2013
28,898,81,4,423,0.0,285,14,2,5,89,2013,2,93,2013
28,898,81,4,1205,0.0,390,16,3,5,89,2013,2,93,2013
745,355,50,4,575,0.0,110,37,2,6,90,2013,3,94,2013
745,355,50,4,1647,0.0,21,9,2,6,90,2013,3,94,2013
10,643,41,4,1547,0.0,2624,446,6,6,90,2013,3,94,2013
10,643,41,4,1534,0.0,34,8,3,6,90,2013,3,94,2013
10,643,41,4,1372,0.0,423,30,2,6,90,2013,3,94,2013
51,371,121,6,92,24.0,40,-44,2,6,90,2013,5,96,2013
291,895,117,3,1634,0.0,158,69,3,0,91,2013,3,94,2013
291,895,117,3,1778,0.0,296,32,6,0,91,2013,3,94,2013
291,895,117,3,1484,0.0,123,50,3,0,91,2013,3,94,2013
423,757,62,3,145,198.8,497,-290,6,0,91,2013,3,94,2013
162,493,78,5,1287,0.0,86,33,5,3,94,2013,1,99,2013
0,285,96,5,284,0.0,51,14,2,3,94,2013,1,99,2013
0,285,96,5,1265,0.0,32,16,3,3,94,2013,1,99,2013
24,792,7,2,1308,50.7,507,175,4,3,94,2013,5,96,2013
24,473,87,4,328,188.9,1889,483,7,4,95,2013,1,99,2013
24,473,87,4,443,0.0,498,139,10,4,95,2013,1,99,2013
706,486,61,6,1615,0.0,15,1,2,5,96,2013,4,102,2013
706,486,61,6,787,0.0,47,17,2,5,96,2013,4,102,2013
567,355,50,4,1061,0.0,584,234,7,5,96,2013,2,100,2013
241,489,59,6,437,0.0,53,2,4,6,97,2013,5,103,2013
241,489,59,6,57,0.0,81,19,3,6,97,2013,5,103,2013
165,306,81,4,1059,53.8,538,221,7,6,97,2013,3,101,2013
165,306,81,4,1649,0.0,119,38,9,6,97,2013,3,101,2013
165,306,81,4,769,0.0,48,6,2,6,97,2013,3,101,2013
165,306,81,4,724,41.3,413,184,8,6,97,2013,3,101,2013
165,306,81,4,1371,8.0,80,1,3,6,97,2013,3,101,2013
416,216,34,2,274,102.5,205,-127,8,1,99,2013,3,101,2013
416,216,34,2,384,8.5,17,-5,2,1,99,2013,3,101,2013
497,120,81,2,72,0.0,257,74,5,3,101,2013,5,103,2013
497,120,81,2,209,0.0,44,8,2,3,101,2013,5,103,2013
497,120,81,2,867,0.0,64,25,9,3,101,2013,5,103,2013
497,120,81,2,407,0.0,785,86,3,3,101,2013,5,103,2013
497,120,81,2,472,0.0,306,9,2,3,101,2013,5,103,2013
147,576,87,5,238,0.0,294,109,7,3,101,2013,1,106,2013
617,711,28,4,1269,13.2,66,19,1,4,102,2013,1,106,2013
617,711,28,4,280,0.0,54,4,3,4,102,2013,1,106,2013
617,711,28,4,283,0.0,97,39,4,4,102,2013,1,106,2013
617,711,28,4,159,0.0,21,5,2,4,102,2013,1,106,2013
617,711,28,4,435,0.0,24,1,2,4,102,2013,1,106,2013
582,630,103,1,1212,36.5,73,-12,2,4,102,2013,5,103,2013
600,240,41,4,282,0.0,169,32,7,6,104,2013,3,108,2013
600,240,41,4,1324,0.0,625,6,2,6,104,2013,3,108,2013
235,279,81,3,582,57.6,576,51,5,6,104,2013,2,107,2013
582,614,59,2,1638,0.0,36,12,2,0,105,2013,2,107,2013
273,42,49,5,675,8.5,17,-7,2,1,106,2013,6,111,2013
86,142,4,2,301,0.0,57,14,3,3,108,2013,5,110,2013
86,142,4,2,435,0.0,24,1,2,3,108,2013,5,110,2013
86,142,4,2,71,0.0,39,18,2,3,108,2013,5,110,2013
86,142,4,2,1477,0.0,242,10,5,3,108,2013,5,110,2013
86,142,4,2,594,190.0,475,-238,4,3,108,2013,5,110,2013
86,142,4,2,1361,23.2,58,-37,4,3,108,2013,5,110,2013
86,142,4,2,1174,0.0,312,12,12,3,108,2013,5,110,2013
185,402,54,4,16,0.0,31,1,5,3,108,2013,0,112,2013
185,402,54,4,1265,0.0,65,32,6,3,108,2013,0,112,2013
185,402,54,4,711,4.8,48,7,2,3,108,2013,0,112,2013
185,402,54,4,56,0.0,81,24,5,3,108,2013,0,112,2013
22,330,59,7,1354,302.55,2017,0,9,3,108,2013,3,115,2013
444,750,7,6,307,0.0,83,12,3,4,109,2013,3,115,2013
519,519,5,5,160,0.0,13,2,1,4,109,2013,2,114,2013
708,722,19,6,1730,36.0,360,32,3,5,110,2013,4,116,2013
236,540,41,6,209,0.0,66,12,3,5,110,2013,4,116,2013
236,540,41,6,1598,0.0,26,12,3,5,110,2013,4,116,2013
236,540,41,6,547,0.0,186,89,4,5,110,2013,4,116,2013
236,540,41,6,480,0.0,693,229,5,5,110,2013,4,116,2013
40,277,38,7,140,119.0,238,0,7,5,110,2013,5,117,2013
698,292,115,5,1785,0.0,39,10,6,6,111,2013,4,116,2013
698,292,115,5,1472,44.4,444,89,4,6,111,2013,4,116,2013
510,803,59,4,924,0.0,18,3,2,0,112,2013,4,116,2013
510,803,59,4,474,96.75,645,76,5,0,112,2013,4,116,2013
730,764,101,5,1532,19.5,39,-19,3,3,115,2013,1,120,2013
358,397,41,4,712,0.0,159,65,6,4,116,2013,1,120,2013
79,279,81,5,745,0.0,176,65,4,4,116,2013,2,121,2013
280,686,59,1,1213,102.6,684,-24,11,4,116,2013,5,117,2013
445,593,67,6,1235,27.0,45,-34,2,4,116,2013,3,122,2013
532,768,30,5,998,0.0,719,21,5,5,117,2013,3,122,2013
532,768,30,5,1061,0.0,334,133,4,5,117,2013,3,122,2013
500,495,78,6,852,171.3,1713,552,4,5,117,2013,4,123,2013
500,495,78,6,930,80.8,808,251,7,5,117,2013,4,123,2013
500,495,78,6,445,0.0,5,2,1,5,117,2013,4,123,2013
500,495,78,6,1250,0.0,31,6,3,5,117,2013,4,123,2013
500,495,78,6,1627,21.8,218,7,5,5,117,2013,4,123,2013
776,646,49,5,404,26.5,53,-36,5,5,117,2013,3,122,2013
503,193,1,6,1644,0.0,124,40,5,5,117,2013,4,123,2013
503,193,1,6,437,0.0,120,4,9,5,117,2013,4,123,2013
503,193,1,6,1282,0.0,25,5,2,5,117,2013,4,123,2013
374,926,78,6,11,0.0,16,0,1,6,118,2013,5,124,2013
311,355,50,6,1615,0.0,15,1,2,0,119,2013,6,125,2013
577,205,84,4,570,3.7,37,8,4,0,119,2013,4,123,2013
131,827,108,4,167,0.0,145,17,3,0,119,2013,4,123,2013
557,186,40,4,1539,0.0,93,44,2,0,119,2013,4,123,2013
334,648,77,4,628,0.0,66,14,3,0,119,2013,4,123,2013
472,40,3,2,214,0.0,29,12,1,0,119,2013,2,121,2013
472,40,3,2,297,0.0,161,40,3,0,119,2013,2,121,2013
202,716,59,4,960,138.9,1389,154,5,3,122,2013,0,126,2013
682,466,81,7,694,0.0,162,73,2,3,122,2013,3,129,2013
193,137,20,4,596,53.4,534,232,3,4,123,2013,1,127,2013
193,137,20,4,1318,0.0,99,29,2,4,123,2013,1,127,2013
193,137,20,4,136,0.0,533,112,7,4,123,2013,1,127,2013
189,59,14,5,545,0.0,112,4,5,5,124,2013,3,129,2013
189,59,14,5,1244,0.0,26,10,3,5,124,2013,3,129,2013
744,531,41,4,1326,141.3,1413,503,5,5,124,2013,2,128,2013
672,625,14,3,296,0.0,99,33,2,5,124,2013,1,127,2013
672,625,14,3,416,0.0,379,27,2,5,124,2013,1,127,2013
200,600,81,4,856,0.0,35,11,4,5,124,2013,2,128,2013
200,600,81,4,1217,0.0,65,3,1,5,124,2013,2,128,2013
633,903,9,6,508,111.3,1113,260,3,5,124,2013,4,130,2013
633,903,9,6,212,0.0,55,4,2,5,124,2013,4,130,2013
633,903,9,6,1647,0.0,31,14,3,5,124,2013,4,130,2013
505,933,119,5,347,0.0,382,53,2,6,125,2013,4,130,2013
505,933,119,5,882,0.0,1047,524,4,6,125,2013,4,130,2013
383,300,106,6,1749,0.0,311,87,6,6,125,2013,5,131,2013
383,300,106,6,211,0.0,107,30,4,6,125,2013,5,131,2013
383,300,106,6,213,0.0,89,31,3,6,125,2013,5,131,2013
383,300,106,6,403,0.0,70,4,3,6,125,2013,5,131,2013
383,300,106,6,563,0.0,56,17,2,6,125,2013,5,131,2013
383,300,106,6,702,5.3,53,3,3,6,125,2013,5,131,2013
230,970,41,2,27,0.0,34,0,3,0,126,2013,2,128,2013
494,17,70,2,1117,0.0,82,20,2,1,127,2013,3,129,2013
494,17,70,2,1471,22.4,224,35,2,1,127,2013,3,129,2013
654,29,80,5,1777,85.5,171,-48,7,1,127,2013,6,132,2013
242,847,103,5,1531,13.0,26,-8,2,3,129,2013,1,134,2013
624,719,86,3,588,85.0,170,-82,3,3,129,2013,6,132,2013
251,189,59,5,279,0.0,51,18,3,4,130,2013,2,135,2013
251,189,59,5,1093,33.0,220,70,3,4,130,2013,2,135,2013
251,189,59,5,1095,10.8,72,17,1,4,130,2013,2,135,2013
174,278,41,4,530,27.6,92,8,3,4,130,2013,1,134,2013
174,278,41,4,1645,0.0,200,12,8,4,130,2013,1,134,2013
636,75,30,0,697,47.0,470,-31,2,4,130,2013,4,130,2013
220,847,103,2,311,22.0,44,-32,3,4,130,2013,6,132,2013
220,847,103,2,674,19.5,39,-17,4,4,130,2013,6,132,2013
220,847,103,2,1748,305.0,610,-232,6,4,130,2013,6,132,2013
767,42,49,4,1444,98.5,197,-24,2,5,131,2013,2,135,2013
767,42,49,4,837,28.0,56,-8,2,5,131,2013,2,135,2013
767,42,49,4,1285,20.5,41,-2,5,5,131,2013,2,135,2013
767,42,49,4,571,9.5,19,-7,4,5,131,2013,2,135,2013
767,42,49,4,703,20.0,40,-36,4,5,131,2013,2,135,2013
767,42,49,4,1366,106.0,212,-140,3,5,131,2013,2,135,2013
767,42,49,4,48,17.5,35,-19,2,5,131,2013,2,135,2013
521,907,113,5,1794,26.5,53,-18,4,6,132,2013,4,137,2013
627,122,5,2,458,219.45,627,-135,2,6,132,2013,1,134,2013
356,587,98,2,277,0.0,109,52,2,0,133,2013,2,135,2013
356,587,98,2,1514,0.0,1025,400,4,0,133,2013,2,135,2013
661,953,59,4,293,0.0,139,36,3,0,133,2013,4,137,2013
198,639,59,4,1455,29.1,194,73,3,2,135,2013,6,139,2013
644,277,38,5,338,57.5,115,-39,3,3,136,2013,1,141,2013
743,593,67,6,1770,0.0,35,8,3,4,137,2013,3,143,2013
743,593,67,6,777,0.0,62,14,2,4,137,2013,3,143,2013
743,593,67,6,1217,31.2,78,-47,2,4,137,2013,3,143,2013
647,46,59,0,293,0.0,510,132,11,5,138,2013,5,138,2013
647,46,59,0,1036,0.0,94,16,5,5,138,2013,5,138,2013
520,102,15,4,1698,5.1,51,-1,3,5,138,2013,2,142,2013
681,933,119,6,1314,0.0,1059,106,6,5,138,2013,4,144,2013
681,933,119,6,78,0.0,87,27,2,5,138,2013,4,144,2013
681,933,119,6,707,0.0,965,125,7,5,138,2013,4,144,2013
256,730,92,7,1363,17.2,43,-20,3,5,138,2013,5,145,2013
571,877,29,4,1519,0.0,457,59,9,6,139,2013,3,143,2013
571,877,29,4,790,0.0,238,86,8,6,139,2013,3,143,2013
571,877,29,4,1796,0.0,15,0,1,6,139,2013,3,143,2013
299,744,21,2,1062,0.0,139,0,4,6,139,2013,1,141,2013
540,757,62,6,16,0.0,24,1,4,1,141,2013,0,147,2013
540,757,62,6,18,0.0,47,4,7,1,141,2013,0,147,2013
94,136,79,4,1542,254.0,508,-91,6,1,141,2013,5,145,2013
94,136,79,4,1781,2.5,5,0,2,1,141,2013,5,145,2013
94,136,79,4,87,5.5,11,-8,2,1,141,2013,5,145,2013
55,635,25,4,282,0.0,24,5,1,5,145,2013,2,149,2013
55,635,25,4,288,0.0,60,14,2,5,145,2013,2,149,2013
55,635,25,4,1367,102.4,256,-102,3,5,145,2013,2,149,2013
55,635,25,4,248,0.0,698,209,6,5,145,2013,2,149,2013
55,635,25,4,1454,240.4,601,-371,6,5,145,2013,2,149,2013
18,524,78,2,312,0.0,43,1,3,6,146,2013,1,148,2013
487,720,41,4,1733,0.0,46,15,2,6,146,2013,3,150,2013
487,720,41,4,1747,0.0,2859,171,14,6,146,2013,3,150,2013
487,720,41,4,731,0.0,164,6,6,6,146,2013,3,150,2013
506,531,41,7,514,60.8,608,189,4,6,146,2013,6,153,2013
